module_name,step_index,query_tokens,key_tokens,target_mass,footprint_mass,comparison_mass,all_text_mass
down_blocks.0.attentions.0.transformer_blocks.0.attn2.processor,0,720,77,0.004549087938611154,0.0036425883162559737,0.0006721538874424166,0.012987105094842494
down_blocks.0.attentions.1.transformer_blocks.0.attn2.processor,0,720,77,0.004462906238105562,0.0029747224148983756,0.0008228972709427277,0.01298709060056041
down_blocks.1.attentions.0.transformer_blocks.0.attn2.processor,0,180,77,0.007289489954710007,0.0018189293798059226,0.00033829821014983786,0.012987045735271291
down_blocks.1.attentions.1.transformer_blocks.0.attn2.processor,0,180,77,0.0017692112757099999,0.0012234037183225155,0.0002183171956696444,0.012987108799329223
down_blocks.2.attentions.0.transformer_blocks.0.attn2.processor,0,45,77,0.011179239225608331,0.002318328885982434,0.0003108120275040468,0.012987137501373952
down_blocks.2.attentions.1.transformer_blocks.0.attn2.processor,0,45,77,0.004986919600654532,0.002934587457113796,0.00039616492266456287,0.012987177065354577
mid_block.attentions.0.transformer_blocks.0.attn2.processor,0,15,77,0.010442043476634555,0.005273262920478979,0.007249546628445387,0.012987018526890578
up_blocks.1.attentions.0.transformer_blocks.0.attn2.processor,0,45,77,0.003679787273760195,0.001410185100717677,0.0002864636429068115,0.012987338665329877
up_blocks.1.attentions.1.transformer_blocks.0.attn2.processor,0,45,77,0.005829475781431904,0.0022282280027866364,0.0003076903811759419,0.012987314834223164
up_blocks.1.attentions.2.transformer_blocks.0.attn2.processor,0,45,77,0.005985194516402704,0.0012942372179693645,0.00015963634476065636,0.0129872374436556
up_blocks.2.attentions.0.transformer_blocks.0.attn2.processor,0,180,77,0.0008104946712652842,0.0002796230982575152,5.3184289071294995e-05,0.012987462055222984
up_blocks.2.attentions.1.transformer_blocks.0.attn2.processor,0,180,77,0.003562970327006446,0.0009324402382804288,0.0001682820367730326,0.01298723465769752
up_blocks.2.attentions.2.transformer_blocks.0.attn2.processor,0,180,77,0.016735908339420954,0.00407231097523537,0.0010091358940634463,0.012987031515198524
up_blocks.3.attentions.0.transformer_blocks.0.attn2.processor,0,720,77,0.0039804632920357914,0.0036350001462010875,0.000962125607766211,0.012987040766389854
up_blocks.3.attentions.1.transformer_blocks.0.attn2.processor,0,720,77,0.005327407640439492,0.005280985422949824,0.0014424830628558994,0.012987074591058157
up_blocks.3.attentions.2.transformer_blocks.0.attn2.processor,0,720,77,0.004057889328234725,0.002645811550836596,0.0010635390021424326,0.012986853223664937
down_blocks.0.attentions.0.transformer_blocks.0.attn2.processor,1,720,77,0.005143411098806947,0.0035670812650480206,0.000783272569016036,0.012987019339089871
down_blocks.0.attentions.1.transformer_blocks.0.attn2.processor,1,720,77,0.004245389949668337,0.0030837509186110563,0.0008072901964705023,0.012987148209083905
down_blocks.1.attentions.0.transformer_blocks.0.attn2.processor,1,180,77,0.0049548753847678505,0.0015424959185636705,0.00027580804398490323,0.012987121738934241
down_blocks.1.attentions.1.transformer_blocks.0.attn2.processor,1,180,77,0.0013420485374000337,0.0013418194993088642,0.00020561499158955283,0.01298721091550322
down_blocks.2.attentions.0.transformer_blocks.0.attn2.processor,1,45,77,0.011736405856079525,0.0025570495964752304,0.0004207704288678037,0.012987115755139663
down_blocks.2.attentions.1.transformer_blocks.0.attn2.processor,1,45,77,0.006455838509179928,0.002533908887869782,0.00040405888317359816,0.01298701814092255
mid_block.attentions.0.transformer_blocks.0.attn2.processor,1,15,77,0.009063869367043178,0.004908666138847669,0.004804269404460986,0.012986956901235499
up_blocks.1.attentions.0.transformer_blocks.0.attn2.processor,1,45,77,0.0029412418217570693,0.0011596360326641135,0.00020590406842529773,0.012987348104452158
up_blocks.1.attentions.1.transformer_blocks.0.attn2.processor,1,45,77,0.00766279215614001,0.001907129923088683,0.0002821303355611033,0.012987192277655457
up_blocks.1.attentions.2.transformer_blocks.0.attn2.processor,1,45,77,0.00632788536173326,0.0011809538325501814,0.000167877824149198,0.012987392395949812
up_blocks.2.attentions.0.transformer_blocks.0.attn2.processor,1,180,77,0.0005213329471923687,0.0002161656092438433,3.695041665600406e-05,0.012987314861746233
up_blocks.2.attentions.1.transformer_blocks.0.attn2.processor,1,180,77,0.0026289158314466475,0.000988353557056851,0.00017724238284346131,0.012987255769826117
up_blocks.2.attentions.2.transformer_blocks.0.attn2.processor,1,180,77,0.006804109717960711,0.002400077709721194,0.0006297166185039613,0.012987092926904753
up_blocks.3.attentions.0.transformer_blocks.0.attn2.processor,1,720,77,0.005895966371452367,0.00533569294338425,0.0011814337968826293,0.012987077897804296
up_blocks.3.attentions.1.transformer_blocks.0.attn2.processor,1,720,77,0.003560653309579249,0.0036685572414555485,0.0011385154061847264,0.012987021135507638
up_blocks.3.attentions.2.transformer_blocks.0.attn2.processor,1,720,77,0.005775220202351058,0.0035792378972594936,0.0014686338727672894,0.012987009836266739
down_blocks.0.attentions.0.transformer_blocks.0.attn2.processor,2,720,77,0.003963589884892658,0.0031207786065836746,0.000865212883024166,0.01298713267757994
down_blocks.0.attentions.1.transformer_blocks.0.attn2.processor,2,720,77,0.004883389747529118,0.003724206704646349,0.0009994478433185982,0.012987133103596183
down_blocks.1.attentions.0.transformer_blocks.0.attn2.processor,2,180,77,0.003382083950219331,0.0008481463582979309,0.00021185378647512859,0.012987187381882172
down_blocks.1.attentions.1.transformer_blocks.0.attn2.processor,2,180,77,0.0011258258394621036,0.0013559650308969948,0.0001963352168806725,0.01298727556697562
down_blocks.2.attentions.0.transformer_blocks.0.attn2.processor,2,45,77,0.012030627937228592,0.0026147039814127817,0.00048736848764949377,0.012987121456285233
down_blocks.2.attentions.1.transformer_blocks.0.attn2.processor,2,45,77,0.007301150626606411,0.002115553236669964,0.00038160369938446413,0.012987170875674546
mid_block.attentions.0.transformer_blocks.0.attn2.processor,2,15,77,0.008929362727536095,0.003963310035566489,0.0033059661338726678,0.012987043367964881
up_blocks.1.attentions.0.transformer_blocks.0.attn2.processor,2,45,77,0.002531939099232356,0.0008463692603011926,0.0001702636614855793,0.012987473289472888
up_blocks.1.attentions.1.transformer_blocks.0.attn2.processor,2,45,77,0.004387890691006625,0.001063776628838645,0.0001760658042298423,0.012987384398348232
