sample_id,mechanism,generalization_group,baseline,mean_rgb,spatial_std,dark_pixel_fraction,saturated_pixel_fraction,temporal_frame_mae,early_mae_vs_original,late_mae_vs_original,quality_collapse,video_path
eval_rigid_collision_unseen_seen_01,rigid_collision,unseen_seen,videoeraser_official,196.0610,32.1583,0.000668,0.002565,1.2140,20.1258,24.9732,false,outputs/protocol_v1/videoeraser_official/rigid_collision/videos/eval_rigid_collision_unseen_seen_01.mp4
eval_rigid_collision_unseen_seen_02,rigid_collision,unseen_seen,original,191.3217,57.8780,0.012708,0.220164,0.8326,0.0000,0.0000,false,outputs/protocol_v1/eval_cogvideox_original/rigid_collision/videos/eval_rigid_collision_unseen_seen_02.mp4
eval_rigid_collision_unseen_seen_02,rigid_collision,unseen_seen,negative_prompt,176.5191,61.8358,0.015495,0.051894,0.8609,26.0731,31.8881,false,outputs/protocol_v1/eval_cogvideox_negative_prompt/rigid_collision/videos/eval_rigid_collision_unseen_seen_02.mp4
eval_rigid_collision_unseen_seen_02,rigid_collision,unseen_seen,t2vunlearning_adapted,178.5549,65.8426,0.027115,0.164320,2.0669,18.3783,30.0861,false,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/rigid_collision/videos/eval_rigid_collision_unseen_seen_02.mp4
eval_rigid_collision_unseen_seen_02,rigid_collision,unseen_seen,videoeraser_official,203.9855,53.2827,0.017913,0.226122,1.7176,39.2704,46.4323,false,outputs/protocol_v1/videoeraser_official/rigid_collision/videos/eval_rigid_collision_unseen_seen_02.mp4
eval_rigid_collision_unseen_seen_03,rigid_collision,unseen_seen,original,201.0835,54.7201,0.023234,0.004548,5.6555,0.0000,0.0000,false,outputs/protocol_v1/eval_cogvideox_original/rigid_collision/videos/eval_rigid_collision_unseen_seen_03.mp4
eval_rigid_collision_unseen_seen_03,rigid_collision,unseen_seen,negative_prompt,192.4163,52.8339,0.012543,0.005094,3.6737,17.0939,15.7479,false,outputs/protocol_v1/eval_cogvideox_negative_prompt/rigid_collision/videos/eval_rigid_collision_unseen_seen_03.mp4
eval_rigid_collision_unseen_seen_03,rigid_collision,unseen_seen,t2vunlearning_adapted,191.2016,48.3090,0.022316,0.004105,4.7409,20.2150,18.0516,false,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/rigid_collision/videos/eval_rigid_collision_unseen_seen_03.mp4
eval_rigid_collision_unseen_seen_03,rigid_collision,unseen_seen,videoeraser_official,217.4962,56.0646,0.013725,0.581958,3.7531,30.5652,26.9608,false,outputs/protocol_v1/videoeraser_official/rigid_collision/videos/eval_rigid_collision_unseen_seen_03.mp4
eval_rigid_collision_unseen_seen_04,rigid_collision,unseen_seen,original,200.6585,38.0387,0.019385,0.005930,5.7687,0.0000,0.0000,false,outputs/protocol_v1/eval_cogvideox_original/rigid_collision/videos/eval_rigid_collision_unseen_seen_04.mp4
eval_rigid_collision_unseen_seen_04,rigid_collision,unseen_seen,negative_prompt,184.0741,40.3234,0.007832,0.002367,5.1696,22.1255,15.4264,false,outputs/protocol_v1/eval_cogvideox_negative_prompt/rigid_collision/videos/eval_rigid_collision_unseen_seen_04.mp4
eval_rigid_collision_unseen_seen_04,rigid_collision,unseen_seen,t2vunlearning_adapted,185.7775,37.3814,0.025714,0.000869,5.1654,21.4269,18.6935,false,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/rigid_collision/videos/eval_rigid_collision_unseen_seen_04.mp4
eval_rigid_collision_unseen_seen_04,rigid_collision,unseen_seen,videoeraser_official,199.0794,35.8640,0.018603,0.001673,3.6375,17.6028,11.9350,false,outputs/protocol_v1/videoeraser_official/rigid_collision/videos/eval_rigid_collision_unseen_seen_04.mp4
eval_rigid_collision_seen_unseen_00,rigid_collision,seen_unseen,original,178.9750,58.1564,0.018382,0.046275,2.0353,0.0000,0.0000,false,outputs/protocol_v1/eval_cogvideox_original/rigid_collision/videos/eval_rigid_collision_seen_unseen_00.mp4
eval_rigid_collision_seen_unseen_00,rigid_collision,seen_unseen,negative_prompt,164.8898,54.6734,0.007986,0.008924,2.5084,46.3684,46.2234,false,outputs/protocol_v1/eval_cogvideox_negative_prompt/rigid_collision/videos/eval_rigid_collision_seen_unseen_00.mp4
eval_rigid_collision_seen_unseen_00,rigid_collision,seen_unseen,t2vunlearning_adapted,170.5758,46.1752,0.002404,0.011699,2.0226,39.0798,38.5994,false,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/rigid_collision/videos/eval_rigid_collision_seen_unseen_00.mp4
eval_rigid_collision_seen_unseen_00,rigid_collision,seen_unseen,videoeraser_official,202.2534,48.1465,0.001512,0.122144,2.4056,37.2229,37.4357,false,outputs/protocol_v1/videoeraser_official/rigid_collision/videos/eval_rigid_collision_seen_unseen_00.mp4
eval_rigid_collision_seen_unseen_01,rigid_collision,seen_unseen,original,205.3826,16.2245,0.000021,0.006811,0.1809,0.0000,0.0000,false,outputs/protocol_v1/eval_cogvideox_original/rigid_collision/videos/eval_rigid_collision_seen_unseen_01.mp4
eval_rigid_collision_seen_unseen_01,rigid_collision,seen_unseen,negative_prompt,191.3666,27.3917,0.000956,0.000255,2.0793,16.7064,13.2010,false,outputs/protocol_v1/eval_cogvideox_negative_prompt/rigid_collision/videos/eval_rigid_collision_seen_unseen_01.mp4
eval_rigid_collision_seen_unseen_01,rigid_collision,seen_unseen,t2vunlearning_adapted,193.9886,14.9069,0.000000,0.001151,0.1773,11.5404,11.5944,false,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/rigid_collision/videos/eval_rigid_collision_seen_unseen_01.mp4
eval_rigid_collision_seen_unseen_01,rigid_collision,seen_unseen,videoeraser_official,210.8695,20.4256,0.000146,0.076421,0.5920,13.4326,14.7501,false,outputs/protocol_v1/videoeraser_official/rigid_collision/videos/eval_rigid_collision_seen_unseen_01.mp4
eval_rigid_collision_seen_unseen_02,rigid_collision,seen_unseen,original,181.7087,50.4282,0.009522,0.027294,1.0994,0.0000,0.0000,false,outputs/protocol_v1/eval_cogvideox_original/rigid_collision/videos/eval_rigid_collision_seen_unseen_02.mp4
eval_rigid_collision_seen_unseen_02,rigid_collision,seen_unseen,negative_prompt,169.4147,53.2222,0.010703,0.019970,4.1514,17.6308,18.1305,false,outputs/protocol_v1/eval_cogvideox_negative_prompt/rigid_collision/videos/eval_rigid_collision_seen_unseen_02.mp4
eval_rigid_collision_seen_unseen_02,rigid_collision,seen_unseen,t2vunlearning_adapted,174.7979,50.4869,0.008521,0.021196,4.4398,16.4065,17.5663,false,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/rigid_collision/videos/eval_rigid_collision_seen_unseen_02.mp4
eval_rigid_collision_seen_unseen_02,rigid_collision,seen_unseen,videoeraser_official,206.0897,54.7453,0.004158,0.422990,1.0346,45.4867,46.4158,false,outputs/protocol_v1/videoeraser_official/rigid_collision/videos/eval_rigid_collision_seen_unseen_02.mp4
eval_rigid_collision_seen_unseen_03,rigid_collision,seen_unseen,original,192.3314,26.3938,0.000751,0.000025,3.0758,0.0000,0.0000,false,outputs/protocol_v1/eval_cogvideox_original/rigid_collision/videos/eval_rigid_collision_seen_unseen_03.mp4
eval_rigid_collision_seen_unseen_03,rigid_collision,seen_unseen,negative_prompt,180.5841,32.3292,0.000015,0.000096,3.3020,13.2896,13.5147,false,outputs/protocol_v1/eval_cogvideox_negative_prompt/rigid_collision/videos/eval_rigid_collision_seen_unseen_03.mp4
eval_rigid_collision_seen_unseen_03,rigid_collision,seen_unseen,t2vunlearning_adapted,180.7784,24.5500,0.000430,0.000304,3.3674,12.8266,12.8507,false,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/rigid_collision/videos/eval_rigid_collision_seen_unseen_03.mp4
eval_rigid_collision_seen_unseen_03,rigid_collision,seen_unseen,videoeraser_official,201.4725,26.5573,0.000063,0.012673,3.8840,12.7598,13.7347,false,outputs/protocol_v1/videoeraser_official/rigid_collision/videos/eval_rigid_collision_seen_unseen_03.mp4
eval_rigid_collision_seen_unseen_04,rigid_collision,seen_unseen,original,187.8937,62.4939,0.015671,0.313482,3.1650,0.0000,0.0000,false,outputs/protocol_v1/eval_cogvideox_original/rigid_collision/videos/eval_rigid_collision_seen_unseen_04.mp4
eval_rigid_collision_seen_unseen_04,rigid_collision,seen_unseen,negative_prompt,167.3663,70.4011,0.062251,0.017716,2.9716,48.8712,48.8963,false,outputs/protocol_v1/eval_cogvideox_negative_prompt/rigid_collision/videos/eval_rigid_collision_seen_unseen_04.mp4
eval_rigid_collision_seen_unseen_04,rigid_collision,seen_unseen,t2vunlearning_adapted,181.4890,52.3128,0.008681,0.057503,3.2000,21.0513,20.9221,false,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/rigid_collision/videos/eval_rigid_collision_seen_unseen_04.mp4
eval_rigid_collision_seen_unseen_04,rigid_collision,seen_unseen,videoeraser_official,187.4295,47.0769,0.000001,0.024839,0.8912,45.5824,45.4114,false,outputs/protocol_v1/videoeraser_official/rigid_collision/videos/eval_rigid_collision_seen_unseen_04.mp4
eval_rigid_collision_unseen_unseen_00,rigid_collision,unseen_unseen,original,182.9869,58.7824,0.000946,0.114591,2.4746,0.0000,0.0000,false,outputs/protocol_v1/eval_cogvideox_original/rigid_collision/videos/eval_rigid_collision_unseen_unseen_00.mp4
eval_rigid_collision_unseen_unseen_00,rigid_collision,unseen_unseen,negative_prompt,171.2443,56.5146,0.017476,0.013407,2.4450,39.6061,36.9387,false,outputs/protocol_v1/eval_cogvideox_negative_prompt/rigid_collision/videos/eval_rigid_collision_unseen_unseen_00.mp4
eval_rigid_collision_unseen_unseen_00,rigid_collision,unseen_unseen,t2vunlearning_adapted,175.6906,57.3053,0.034999,0.018503,3.6046,36.4951,42.2275,false,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/rigid_collision/videos/eval_rigid_collision_unseen_unseen_00.mp4
eval_rigid_collision_unseen_unseen_00,rigid_collision,unseen_unseen,videoeraser_official,205.5865,50.5518,0.014001,0.226858,1.0278,36.3321,43.6808,false,outputs/protocol_v1/videoeraser_official/rigid_collision/videos/eval_rigid_collision_unseen_unseen_00.mp4
eval_rigid_collision_unseen_unseen_01,rigid_collision,unseen_unseen,original,199.7592,53.4882,0.003653,0.133054,0.5136,0.0000,0.0000,false,outputs/protocol_v1/eval_cogvideox_original/rigid_collision/videos/eval_rigid_collision_unseen_unseen_01.mp4
eval_rigid_collision_unseen_unseen_01,rigid_collision,unseen_unseen,negative_prompt,188.1008,63.7691,0.045767,0.123019,1.4495,13.1799,21.4760,false,outputs/protocol_v1/eval_cogvideox_negative_prompt/rigid_collision/videos/eval_rigid_collision_unseen_unseen_01.mp4
eval_rigid_collision_unseen_unseen_01,rigid_collision,unseen_unseen,t2vunlearning_adapted,191.8668,71.3528,0.085729,0.173258,1.1961,27.0559,33.6304,false,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/rigid_collision/videos/eval_rigid_collision_unseen_unseen_01.mp4
eval_rigid_collision_unseen_unseen_01,rigid_collision,unseen_unseen,videoeraser_official,184.8196,55.7996,0.039035,0.009294,0.6172,27.5215,27.9053,false,outputs/protocol_v1/videoeraser_official/rigid_collision/videos/eval_rigid_collision_unseen_unseen_01.mp4
eval_rigid_collision_unseen_unseen_02,rigid_collision,unseen_unseen,original,184.1463,64.3980,0.045367,0.047514,3.8736,0.0000,0.0000,false,outputs/protocol_v1/eval_cogvideox_original/rigid_collision/videos/eval_rigid_collision_unseen_unseen_02.mp4
eval_rigid_collision_unseen_unseen_02,rigid_collision,unseen_unseen,negative_prompt,164.9437,68.5678,0.068605,0.015941,3.7168,24.7156,24.4502,false,outputs/protocol_v1/eval_cogvideox_negative_prompt/rigid_collision/videos/eval_rigid_collision_unseen_unseen_02.mp4
eval_rigid_collision_unseen_unseen_02,rigid_collision,unseen_unseen,t2vunlearning_adapted,178.8731,63.9295,0.045569,0.068826,4.1176,10.0522,10.0031,false,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/rigid_collision/videos/eval_rigid_collision_unseen_unseen_02.mp4
eval_rigid_collision_unseen_unseen_02,rigid_collision,unseen_unseen,videoeraser_official,213.3361,60.4647,0.016712,0.531098,1.9996,33.9772,35.3293,false,outputs/protocol_v1/videoeraser_official/rigid_collision/videos/eval_rigid_collision_unseen_unseen_02.mp4
eval_rigid_collision_unseen_unseen_03,rigid_collision,unseen_unseen,original,189.9428,57.8977,0.020313,0.032007,4.2868,0.0000,0.0000,false,outputs/protocol_v1/eval_cogvideox_original/rigid_collision/videos/eval_rigid_collision_unseen_unseen_03.mp4
eval_rigid_collision_unseen_unseen_03,rigid_collision,unseen_unseen,negative_prompt,186.2194,44.8140,0.008853,0.004408,4.0713,20.8177,16.8678,false,outputs/protocol_v1/eval_cogvideox_negative_prompt/rigid_collision/videos/eval_rigid_collision_unseen_unseen_03.mp4
eval_rigid_collision_unseen_unseen_03,rigid_collision,unseen_unseen,t2vunlearning_adapted,182.5261,51.3461,0.017452,0.002544,4.8001,18.5541,14.1130,false,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/rigid_collision/videos/eval_rigid_collision_unseen_unseen_03.mp4
eval_rigid_collision_unseen_unseen_03,rigid_collision,unseen_unseen,videoeraser_official,216.2823,63.9763,0.046922,0.578789,2.9739,36.6621,33.5724,false,outputs/protocol_v1/videoeraser_official/rigid_collision/videos/eval_rigid_collision_unseen_unseen_03.mp4
eval_rigid_collision_unseen_unseen_04,rigid_collision,unseen_unseen,original,184.7845,65.7216,0.027990,0.357158,3.6040,0.0000,0.0000,false,outputs/protocol_v1/eval_cogvideox_original/rigid_collision/videos/eval_rigid_collision_unseen_unseen_04.mp4
eval_rigid_collision_unseen_unseen_04,rigid_collision,unseen_unseen,negative_prompt,168.5071,71.0506,0.036825,0.139015,3.6324,45.4900,46.6023,false,outputs/protocol_v1/eval_cogvideox_negative_prompt/rigid_collision/videos/eval_rigid_collision_unseen_unseen_04.mp4
eval_rigid_collision_unseen_unseen_04,rigid_collision,unseen_unseen,t2vunlearning_adapted,178.6638,65.7308,0.026265,0.142783,3.6174,37.4892,37.8923,false,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/rigid_collision/videos/eval_rigid_collision_unseen_unseen_04.mp4
eval_rigid_collision_unseen_unseen_04,rigid_collision,unseen_unseen,videoeraser_official,178.1656,62.1500,0.037992,0.055268,1.3278,44.8549,46.6504,false,outputs/protocol_v1/videoeraser_official/rigid_collision/videos/eval_rigid_collision_unseen_unseen_04.mp4
eval_brittle_fracture_seen_seen_00,brittle_fracture,seen_seen,original,205.8699,53.1672,0.011462,0.061836,10.2162,0.0000,0.0000,false,outputs/protocol_v1/eval_cogvideox_original/brittle_fracture/videos/eval_brittle_fracture_seen_seen_00.mp4
eval_brittle_fracture_seen_seen_00,brittle_fracture,seen_seen,negative_prompt,196.8313,54.6638,0.005999,0.040638,10.2762,16.4376,37.6769,false,outputs/protocol_v1/eval_cogvideox_negative_prompt/brittle_fracture/videos/eval_brittle_fracture_seen_seen_00.mp4
eval_brittle_fracture_seen_seen_00,brittle_fracture,seen_seen,t2vunlearning_adapted,131.6674,35.1879,0.000070,0.017847,11.8003,94.4343,87.6587,false,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/brittle_fracture/videos/eval_brittle_fracture_seen_seen_00.mp4
eval_brittle_fracture_seen_seen_00,brittle_fracture,seen_seen,videoeraser_official,214.3501,72.6565,0.071834,0.521124,12.2926,31.8230,48.2765,false,outputs/protocol_v1/videoeraser_official/brittle_fracture/videos/eval_brittle_fracture_seen_seen_00.mp4
eval_brittle_fracture_seen_seen_01,brittle_fracture,seen_seen,original,174.5694,29.3946,0.001291,0.007075,4.0063,0.0000,0.0000,false,outputs/protocol_v1/eval_cogvideox_original/brittle_fracture/videos/eval_brittle_fracture_seen_seen_01.mp4
eval_brittle_fracture_seen_seen_01,brittle_fracture,seen_seen,negative_prompt,154.8066,38.9433,0.000008,0.008441,3.3437,36.0466,37.9330,false,outputs/protocol_v1/eval_cogvideox_negative_prompt/brittle_fracture/videos/eval_brittle_fracture_seen_seen_01.mp4
eval_brittle_fracture_seen_seen_01,brittle_fracture,seen_seen,t2vunlearning_adapted,66.6433,66.9548,0.415861,0.022027,6.8114,121.3075,102.9716,false,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/brittle_fracture/videos/eval_brittle_fracture_seen_seen_01.mp4
eval_brittle_fracture_seen_seen_01,brittle_fracture,seen_seen,videoeraser_official,176.9881,49.8061,0.022918,0.010839,5.4123,27.7823,38.2989,false,outputs/protocol_v1/videoeraser_official/brittle_fracture/videos/eval_brittle_fracture_seen_seen_01.mp4
eval_brittle_fracture_seen_seen_02,brittle_fracture,seen_seen,original,175.1440,30.0630,0.005538,0.000070,4.2844,0.0000,0.0000,false,outputs/protocol_v1/eval_cogvideox_original/brittle_fracture/videos/eval_brittle_fracture_seen_seen_02.mp4
eval_brittle_fracture_seen_seen_02,brittle_fracture,seen_seen,negative_prompt,159.7205,31.3232,0.006110,0.000711,3.7161,16.4409,20.2469,false,outputs/protocol_v1/eval_cogvideox_negative_prompt/brittle_fracture/videos/eval_brittle_fracture_seen_seen_02.mp4
eval_brittle_fracture_seen_seen_02,brittle_fracture,seen_seen,t2vunlearning_adapted,60.3382,54.5446,0.191083,0.008313,4.9562,132.5186,111.2943,false,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/brittle_fracture/videos/eval_brittle_fracture_seen_seen_02.mp4
eval_brittle_fracture_seen_seen_02,brittle_fracture,seen_seen,videoeraser_official,174.5522,68.7610,0.032525,0.037060,5.1564,39.9781,42.8252,false,outputs/protocol_v1/videoeraser_official/brittle_fracture/videos/eval_brittle_fracture_seen_seen_02.mp4
eval_brittle_fracture_seen_seen_03,brittle_fracture,seen_seen,original,176.0495,32.2130,0.018459,0.000132,5.4763,0.0000,0.0000,false,outputs/protocol_v1/eval_cogvideox_original/brittle_fracture/videos/eval_brittle_fracture_seen_seen_03.mp4
eval_brittle_fracture_seen_seen_03,brittle_fracture,seen_seen,negative_prompt,163.1660,31.9960,0.011998,0.001757,5.2992,15.0782,18.5287,false,outputs/protocol_v1/eval_cogvideox_negative_prompt/brittle_fracture/videos/eval_brittle_fracture_seen_seen_03.mp4
eval_brittle_fracture_seen_seen_03,brittle_fracture,seen_seen,t2vunlearning_adapted,39.8074,47.8424,0.304604,0.008761,4.3500,148.9407,131.4097,false,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/brittle_fracture/videos/eval_brittle_fracture_seen_seen_03.mp4
eval_brittle_fracture_seen_seen_03,brittle_fracture,seen_seen,videoeraser_official,194.0693,42.0126,0.005967,0.076046,4.8916,25.8749,32.0747,false,outputs/protocol_v1/videoeraser_official/brittle_fracture/videos/eval_brittle_fracture_seen_seen_03.mp4
eval_brittle_fracture_seen_seen_04,brittle_fracture,seen_seen,original,186.2741,41.2082,0.003692,0.008439,7.4727,0.0000,0.0000,false,outputs/protocol_v1/eval_cogvideox_original/brittle_fracture/videos/eval_brittle_fracture_seen_seen_04.mp4
eval_brittle_fracture_seen_seen_04,brittle_fracture,seen_seen,negative_prompt,173.8414,35.5140,0.001324,0.005317,6.9984,29.0927,34.4152,false,outputs/protocol_v1/eval_cogvideox_negative_prompt/brittle_fracture/videos/eval_brittle_fracture_seen_seen_04.mp4
eval_brittle_fracture_seen_seen_04,brittle_fracture,seen_seen,t2vunlearning_adapted,70.8958,63.1737,0.281417,0.035929,9.1840,143.0577,107.0421,false,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/brittle_fracture/videos/eval_brittle_fracture_seen_seen_04.mp4
eval_brittle_fracture_seen_seen_04,brittle_fracture,seen_seen,videoeraser_official,179.2090,44.9002,0.024777,0.018059,8.3213,31.3009,36.7695,false,outputs/protocol_v1/videoeraser_official/brittle_fracture/videos/eval_brittle_fracture_seen_seen_04.mp4
eval_brittle_fracture_unseen_seen_00,brittle_fracture,unseen_seen,original,210.4500,48.7534,0.015485,0.119826,10.1159,0.0000,0.0000,false,outputs/protocol_v1/eval_cogvideox_original/brittle_fracture/videos/eval_brittle_fracture_unseen_seen_00.mp4
eval_brittle_fracture_unseen_seen_00,brittle_fracture,unseen_seen,negative_prompt,202.2018,43.1044,0.008409,0.039614,7.9325,15.4693,21.3310,false,outputs/protocol_v1/eval_cogvideox_negative_prompt/brittle_fracture/videos/eval_brittle_fracture_unseen_seen_00.mp4
eval_brittle_fracture_unseen_seen_00,brittle_fracture,unseen_seen,t2vunlearning_adapted,168.1061,43.4231,0.008870,0.010922,9.2965,52.6936,54.9539,false,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/brittle_fracture/videos/eval_brittle_fracture_unseen_seen_00.mp4
eval_brittle_fracture_unseen_seen_00,brittle_fracture,unseen_seen,videoeraser_official,220.2458,59.6422,0.041427,0.427152,13.1149,22.1130,35.6985,false,outputs/protocol_v1/videoeraser_official/brittle_fracture/videos/eval_brittle_fracture_unseen_seen_00.mp4
eval_brittle_fracture_unseen_seen_01,brittle_fracture,unseen_seen,original,210.6886,40.1530,0.001543,0.000178,4.8025,0.0000,0.0000,false,outputs/protocol_v1/eval_cogvideox_original/brittle_fracture/videos/eval_brittle_fracture_unseen_seen_01.mp4
eval_brittle_fracture_unseen_seen_01,brittle_fracture,unseen_seen,negative_prompt,184.6103,35.9869,0.000456,0.018233,4.8402,36.0259,44.0776,false,outputs/protocol_v1/eval_cogvideox_negative_prompt/brittle_fracture/videos/eval_brittle_fracture_unseen_seen_01.mp4
eval_brittle_fracture_unseen_seen_01,brittle_fracture,unseen_seen,t2vunlearning_adapted,79.0195,72.2313,0.351074,0.023903,7.4023,149.3720,129.6128,false,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/brittle_fracture/videos/eval_brittle_fracture_unseen_seen_01.mp4
eval_brittle_fracture_unseen_seen_01,brittle_fracture,unseen_seen,videoeraser_official,191.3094,51.5952,0.016725,0.119976,4.5915,35.0605,41.9863,false,outputs/protocol_v1/videoeraser_official/brittle_fracture/videos/eval_brittle_fracture_unseen_seen_01.mp4
eval_brittle_fracture_unseen_seen_02,brittle_fracture,unseen_seen,original,188.3607,31.9354,0.000002,0.002237,3.5577,0.0000,0.0000,false,outputs/protocol_v1/eval_cogvideox_original/brittle_fracture/videos/eval_brittle_fracture_unseen_seen_02.mp4
eval_brittle_fracture_unseen_seen_02,brittle_fracture,unseen_seen,negative_prompt,178.3074,35.6800,0.002669,0.007546,3.9433,10.5346,13.2950,false,outputs/protocol_v1/eval_cogvideox_negative_prompt/brittle_fracture/videos/eval_brittle_fracture_unseen_seen_02.mp4
eval_brittle_fracture_unseen_seen_02,brittle_fracture,unseen_seen,t2vunlearning_adapted,69.9637,49.3098,0.001604,0.010707,3.8985,135.7647,113.6790,false,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/brittle_fracture/videos/eval_brittle_fracture_unseen_seen_02.mp4
eval_brittle_fracture_unseen_seen_02,brittle_fracture,unseen_seen,videoeraser_official,201.0576,54.4867,0.009627,0.175904,2.6553,38.1575,39.0442,false,outputs/protocol_v1/videoeraser_official/brittle_fracture/videos/eval_brittle_fracture_unseen_seen_02.mp4
eval_brittle_fracture_unseen_seen_03,brittle_fracture,unseen_seen,original,175.7027,27.2914,0.007719,0.000010,3.7865,0.0000,0.0000,false,outputs/protocol_v1/eval_cogvideox_original/brittle_fracture/videos/eval_brittle_fracture_unseen_seen_03.mp4
eval_brittle_fracture_unseen_seen_03,brittle_fracture,unseen_seen,negative_prompt,160.7973,27.0583,0.006311,0.000259,3.7320,17.1596,18.7796,false,outputs/protocol_v1/eval_cogvideox_negative_prompt/brittle_fracture/videos/eval_brittle_fracture_unseen_seen_03.mp4
eval_brittle_fracture_unseen_seen_03,brittle_fracture,unseen_seen,t2vunlearning_adapted,39.5704,50.6189,0.356114,0.006408,4.8542,147.7995,132.8846,false,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/brittle_fracture/videos/eval_brittle_fracture_unseen_seen_03.mp4
eval_brittle_fracture_unseen_seen_03,brittle_fracture,unseen_seen,videoeraser_official,199.4541,46.3847,0.020581,0.120926,4.2653,31.6049,37.4388,false,outputs/protocol_v1/videoeraser_official/brittle_fracture/videos/eval_brittle_fracture_unseen_seen_03.mp4
eval_brittle_fracture_unseen_seen_04,brittle_fracture,unseen_seen,original,189.6664,27.0876,0.000400,0.007857,5.8787,0.0000,0.0000,false,outputs/protocol_v1/eval_cogvideox_original/brittle_fracture/videos/eval_brittle_fracture_unseen_seen_04.mp4
eval_brittle_fracture_unseen_seen_04,brittle_fracture,unseen_seen,negative_prompt,176.4282,31.4360,0.002186,0.009994,5.5658,25.1767,24.1741,false,outputs/protocol_v1/eval_cogvideox_negative_prompt/brittle_fracture/videos/eval_brittle_fracture_unseen_seen_04.mp4
eval_brittle_fracture_unseen_seen_04,brittle_fracture,unseen_seen,t2vunlearning_adapted,65.5249,64.6348,0.385375,0.016382,9.4691,138.4702,121.4228,false,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/brittle_fracture/videos/eval_brittle_fracture_unseen_seen_04.mp4
eval_brittle_fracture_unseen_seen_04,brittle_fracture,unseen_seen,videoeraser_official,185.8733,48.1635,0.014214,0.077851,3.4597,29.5476,37.5522,false,outputs/protocol_v1/videoeraser_official/brittle_fracture/videos/eval_brittle_fracture_unseen_seen_04.mp4
eval_brittle_fracture_seen_unseen_00,brittle_fracture,seen_unseen,original,200.0995,47.0260,0.005253,0.009219,8.6656,0.0000,0.0000,false,outputs/protocol_v1/eval_cogvideox_original/brittle_fracture/videos/eval_brittle_fracture_seen_unseen_00.mp4
eval_brittle_fracture_seen_unseen_00,brittle_fracture,seen_unseen,negative_prompt,186.6802,37.6044,0.009779,0.032559,7.9009,30.1316,28.9400,false,outputs/protocol_v1/eval_cogvideox_negative_prompt/brittle_fracture/videos/eval_brittle_fracture_seen_unseen_00.mp4
eval_brittle_fracture_seen_unseen_00,brittle_fracture,seen_unseen,t2vunlearning_adapted,93.7718,69.6399,0.003727,0.050305,13.6411,138.6637,103.2121,false,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/brittle_fracture/videos/eval_brittle_fracture_seen_unseen_00.mp4
eval_brittle_fracture_seen_unseen_00,brittle_fracture,seen_unseen,videoeraser_official,177.1094,44.4481,0.006269,0.024020,3.2258,41.8036,50.1980,false,outputs/protocol_v1/videoeraser_official/brittle_fracture/videos/eval_brittle_fracture_seen_unseen_00.mp4
eval_brittle_fracture_seen_unseen_01,brittle_fracture,seen_unseen,original,176.5588,26.2915,0.000193,0.001519,3.3028,0.0000,0.0000,false,outputs/protocol_v1/eval_cogvideox_original/brittle_fracture/videos/eval_brittle_fracture_seen_unseen_01.mp4
eval_brittle_fracture_seen_unseen_01,brittle_fracture,seen_unseen,negative_prompt,159.4001,35.6657,0.000009,0.007180,3.5780,23.3570,27.4660,false,outputs/protocol_v1/eval_cogvideox_negative_prompt/brittle_fracture/videos/eval_brittle_fracture_seen_unseen_01.mp4
eval_brittle_fracture_seen_unseen_01,brittle_fracture,seen_unseen,t2vunlearning_adapted,67.3280,70.8433,0.443693,0.030929,7.8971,131.3885,102.5926,false,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/brittle_fracture/videos/eval_brittle_fracture_seen_unseen_01.mp4
eval_brittle_fracture_seen_unseen_01,brittle_fracture,seen_unseen,videoeraser_official,166.2945,50.3215,0.028765,0.013830,4.4758,22.7051,38.1656,false,outputs/protocol_v1/videoeraser_official/brittle_fracture/videos/eval_brittle_fracture_seen_unseen_01.mp4
