sample_id,mechanism,generalization_group,baseline,mean_rgb,spatial_std,dark_pixel_fraction,saturated_pixel_fraction,temporal_frame_mae,early_mae_vs_original,late_mae_vs_original,quality_collapse,video_path
eval_water_impact_seen_seen_00,water_impact,seen_seen,original,176.2742,26.1322,0.000000,0.003733,11.4511,0.0000,0.0000,false,outputs/protocol_v1/eval_cogvideox_original/water_impact/videos/eval_water_impact_seen_seen_00.mp4
eval_water_impact_seen_seen_00,water_impact,seen_seen,negative_prompt,162.0260,32.9040,0.000000,0.002791,9.3001,16.2034,24.0731,false,outputs/protocol_v1/eval_cogvideox_negative_prompt/water_impact/videos/eval_water_impact_seen_seen_00.mp4
eval_water_impact_seen_seen_00,water_impact,seen_seen,t2vunlearning_adapted,149.5538,43.0248,0.000008,0.010559,29.6653,29.4388,35.2756,false,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/water_impact/videos/eval_water_impact_seen_seen_00.mp4
eval_water_impact_seen_seen_00,water_impact,seen_seen,videoeraser_official,184.9645,49.0015,0.002094,0.026301,4.0669,27.3301,37.8411,false,outputs/protocol_v1/videoeraser_official/water_impact/videos/eval_water_impact_seen_seen_00.mp4
eval_water_impact_seen_seen_01,water_impact,seen_seen,original,210.7537,33.7416,0.000000,0.064761,4.9436,0.0000,0.0000,false,outputs/protocol_v1/eval_cogvideox_original/water_impact/videos/eval_water_impact_seen_seen_01.mp4
eval_water_impact_seen_seen_01,water_impact,seen_seen,negative_prompt,204.2212,46.7558,0.000000,0.091345,3.1905,11.3732,16.7879,false,outputs/protocol_v1/eval_cogvideox_negative_prompt/water_impact/videos/eval_water_impact_seen_seen_01.mp4
eval_water_impact_seen_seen_01,water_impact,seen_seen,t2vunlearning_adapted,187.4361,49.4225,0.000130,0.184766,15.6377,28.4895,34.7654,false,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/water_impact/videos/eval_water_impact_seen_seen_01.mp4
eval_water_impact_seen_seen_01,water_impact,seen_seen,videoeraser_official,209.5920,29.8271,0.000009,0.088362,0.4658,22.7245,25.8269,false,outputs/protocol_v1/videoeraser_official/water_impact/videos/eval_water_impact_seen_seen_01.mp4
eval_water_impact_seen_seen_02,water_impact,seen_seen,original,206.4988,65.8186,0.050349,0.145163,6.1166,0.0000,0.0000,false,outputs/protocol_v1/eval_cogvideox_original/water_impact/videos/eval_water_impact_seen_seen_02.mp4
eval_water_impact_seen_seen_02,water_impact,seen_seen,negative_prompt,197.4340,59.4903,0.029871,0.002995,4.8238,20.9143,21.9334,false,outputs/protocol_v1/eval_cogvideox_negative_prompt/water_impact/videos/eval_water_impact_seen_seen_02.mp4
eval_water_impact_seen_seen_02,water_impact,seen_seen,t2vunlearning_adapted,189.8964,82.4277,0.121631,0.133351,7.4619,31.4535,32.8180,false,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/water_impact/videos/eval_water_impact_seen_seen_02.mp4
eval_water_impact_seen_seen_02,water_impact,seen_seen,videoeraser_official,199.9656,58.3915,0.028737,0.144846,1.7129,28.5837,28.6219,false,outputs/protocol_v1/videoeraser_official/water_impact/videos/eval_water_impact_seen_seen_02.mp4
eval_water_impact_seen_seen_03,water_impact,seen_seen,original,183.3123,17.8784,0.000000,0.002700,6.9044,0.0000,0.0000,false,outputs/protocol_v1/eval_cogvideox_original/water_impact/videos/eval_water_impact_seen_seen_03.mp4
eval_water_impact_seen_seen_03,water_impact,seen_seen,negative_prompt,173.1584,23.0394,0.000000,0.002096,5.9759,11.5574,13.1244,false,outputs/protocol_v1/eval_cogvideox_negative_prompt/water_impact/videos/eval_water_impact_seen_seen_03.mp4
eval_water_impact_seen_seen_03,water_impact,seen_seen,t2vunlearning_adapted,149.4694,48.3151,0.000000,0.009715,31.3231,29.9834,39.9080,false,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/water_impact/videos/eval_water_impact_seen_seen_03.mp4
eval_water_impact_seen_seen_03,water_impact,seen_seen,videoeraser_official,168.8632,44.2457,0.000000,0.004066,2.7184,35.1725,35.8733,false,outputs/protocol_v1/videoeraser_official/water_impact/videos/eval_water_impact_seen_seen_03.mp4
eval_water_impact_seen_seen_04,water_impact,seen_seen,original,206.6188,25.8101,0.000000,0.099808,7.4336,0.0000,0.0000,false,outputs/protocol_v1/eval_cogvideox_original/water_impact/videos/eval_water_impact_seen_seen_04.mp4
eval_water_impact_seen_seen_04,water_impact,seen_seen,negative_prompt,199.1305,37.7819,0.000961,0.124385,6.9299,13.9956,15.9688,false,outputs/protocol_v1/eval_cogvideox_negative_prompt/water_impact/videos/eval_water_impact_seen_seen_04.mp4
eval_water_impact_seen_seen_04,water_impact,seen_seen,t2vunlearning_adapted,183.7552,54.3958,0.000020,0.194213,14.5712,33.2719,35.3071,false,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/water_impact/videos/eval_water_impact_seen_seen_04.mp4
eval_water_impact_seen_seen_04,water_impact,seen_seen,videoeraser_official,202.3080,40.9306,0.001311,0.188697,1.3607,23.5741,23.1933,false,outputs/protocol_v1/videoeraser_official/water_impact/videos/eval_water_impact_seen_seen_04.mp4
eval_water_impact_unseen_seen_00,water_impact,unseen_seen,original,167.0452,30.9637,0.000112,0.000002,9.6290,0.0000,0.0000,false,outputs/protocol_v1/eval_cogvideox_original/water_impact/videos/eval_water_impact_unseen_seen_00.mp4
eval_water_impact_unseen_seen_00,water_impact,unseen_seen,negative_prompt,157.6243,41.2994,0.000775,0.000041,9.6187,10.2137,18.8737,false,outputs/protocol_v1/eval_cogvideox_negative_prompt/water_impact/videos/eval_water_impact_unseen_seen_00.mp4
eval_water_impact_unseen_seen_00,water_impact,unseen_seen,t2vunlearning_adapted,141.5201,41.6435,0.000018,0.011723,24.8071,36.6040,34.2119,false,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/water_impact/videos/eval_water_impact_unseen_seen_00.mp4
eval_water_impact_unseen_seen_00,water_impact,unseen_seen,videoeraser_official,153.8239,56.9397,0.010266,0.000488,6.3197,30.4943,39.6570,false,outputs/protocol_v1/videoeraser_official/water_impact/videos/eval_water_impact_unseen_seen_00.mp4
eval_water_impact_unseen_seen_01,water_impact,unseen_seen,original,209.8675,35.1166,0.000874,0.031194,6.0008,0.0000,0.0000,false,outputs/protocol_v1/eval_cogvideox_original/water_impact/videos/eval_water_impact_unseen_seen_01.mp4
eval_water_impact_unseen_seen_01,water_impact,unseen_seen,negative_prompt,204.8396,37.7927,0.000324,0.071504,6.8407,15.2353,18.6037,false,outputs/protocol_v1/eval_cogvideox_negative_prompt/water_impact/videos/eval_water_impact_unseen_seen_01.mp4
eval_water_impact_unseen_seen_01,water_impact,unseen_seen,t2vunlearning_adapted,189.0931,48.7815,0.000136,0.222690,13.2545,40.9103,36.9602,false,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/water_impact/videos/eval_water_impact_unseen_seen_01.mp4
eval_water_impact_unseen_seen_01,water_impact,unseen_seen,videoeraser_official,212.6560,29.9501,0.000088,0.172929,1.1878,19.3572,22.1124,false,outputs/protocol_v1/videoeraser_official/water_impact/videos/eval_water_impact_unseen_seen_01.mp4
eval_water_impact_unseen_seen_02,water_impact,unseen_seen,original,212.3860,67.2649,0.022789,0.568626,7.8189,0.0000,0.0000,false,outputs/protocol_v1/eval_cogvideox_original/water_impact/videos/eval_water_impact_unseen_seen_02.mp4
eval_water_impact_unseen_seen_02,water_impact,unseen_seen,negative_prompt,196.3632,72.5714,0.044291,0.164758,6.5149,28.5553,28.9026,false,outputs/protocol_v1/eval_cogvideox_negative_prompt/water_impact/videos/eval_water_impact_unseen_seen_02.mp4
eval_water_impact_unseen_seen_02,water_impact,unseen_seen,t2vunlearning_adapted,190.6178,78.6449,0.079553,0.238035,8.6834,30.8013,31.3849,false,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/water_impact/videos/eval_water_impact_unseen_seen_02.mp4
eval_water_impact_unseen_seen_02,water_impact,unseen_seen,videoeraser_official,203.9121,60.9025,0.042520,0.200633,0.9203,27.6335,27.7858,false,outputs/protocol_v1/videoeraser_official/water_impact/videos/eval_water_impact_unseen_seen_02.mp4
eval_water_impact_unseen_seen_03,water_impact,unseen_seen,original,189.8548,25.8563,0.000839,0.001123,8.5493,0.0000,0.0000,false,outputs/protocol_v1/eval_cogvideox_original/water_impact/videos/eval_water_impact_unseen_seen_03.mp4
eval_water_impact_unseen_seen_03,water_impact,unseen_seen,negative_prompt,177.3855,33.9702,0.001117,0.000930,6.4524,11.4226,19.4619,false,outputs/protocol_v1/eval_cogvideox_negative_prompt/water_impact/videos/eval_water_impact_unseen_seen_03.mp4
eval_water_impact_unseen_seen_03,water_impact,unseen_seen,t2vunlearning_adapted,170.2928,33.5683,0.001967,0.002857,15.7775,27.5177,23.0824,false,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/water_impact/videos/eval_water_impact_unseen_seen_03.mp4
eval_water_impact_unseen_seen_03,water_impact,unseen_seen,videoeraser_official,176.0793,74.6703,0.018167,0.045141,2.6773,42.1569,47.3516,false,outputs/protocol_v1/videoeraser_official/water_impact/videos/eval_water_impact_unseen_seen_03.mp4
eval_water_impact_unseen_seen_04,water_impact,unseen_seen,original,204.9492,37.3884,0.000400,0.161040,6.6678,0.0000,0.0000,false,outputs/protocol_v1/eval_cogvideox_original/water_impact/videos/eval_water_impact_unseen_seen_04.mp4
eval_water_impact_unseen_seen_04,water_impact,unseen_seen,negative_prompt,193.9067,50.0309,0.003880,0.162023,6.8600,18.2441,19.5707,false,outputs/protocol_v1/eval_cogvideox_negative_prompt/water_impact/videos/eval_water_impact_unseen_seen_04.mp4
eval_water_impact_unseen_seen_04,water_impact,unseen_seen,t2vunlearning_adapted,182.4118,54.3942,0.003622,0.209895,14.0233,35.9627,34.1618,false,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/water_impact/videos/eval_water_impact_unseen_seen_04.mp4
eval_water_impact_unseen_seen_04,water_impact,unseen_seen,videoeraser_official,186.6143,52.4339,0.002979,0.213826,2.0452,33.5802,34.8155,false,outputs/protocol_v1/videoeraser_official/water_impact/videos/eval_water_impact_unseen_seen_04.mp4
eval_water_impact_seen_unseen_00,water_impact,seen_unseen,original,140.6634,75.8979,0.007870,0.170047,29.3381,0.0000,0.0000,false,outputs/protocol_v1/eval_cogvideox_original/water_impact/videos/eval_water_impact_seen_unseen_00.mp4
eval_water_impact_seen_unseen_00,water_impact,seen_unseen,negative_prompt,135.8297,69.4784,0.003661,0.094045,20.9722,32.7878,29.4272,false,outputs/protocol_v1/eval_cogvideox_negative_prompt/water_impact/videos/eval_water_impact_seen_unseen_00.mp4
eval_water_impact_seen_unseen_00,water_impact,seen_unseen,t2vunlearning_adapted,121.0195,86.3218,0.032953,0.118454,34.1909,37.0154,36.3272,false,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/water_impact/videos/eval_water_impact_seen_unseen_00.mp4
eval_water_impact_seen_unseen_00,water_impact,seen_unseen,videoeraser_official,158.7530,79.9118,0.038482,0.217049,3.5610,51.4283,54.5027,false,outputs/protocol_v1/videoeraser_official/water_impact/videos/eval_water_impact_seen_unseen_00.mp4
eval_water_impact_seen_unseen_01,water_impact,seen_unseen,original,136.4181,84.0058,0.154821,0.114919,23.5185,0.0000,0.0000,false,outputs/protocol_v1/eval_cogvideox_original/water_impact/videos/eval_water_impact_seen_unseen_01.mp4
eval_water_impact_seen_unseen_01,water_impact,seen_unseen,negative_prompt,124.5353,79.0112,0.164645,0.080182,21.9682,28.6464,24.0044,false,outputs/protocol_v1/eval_cogvideox_negative_prompt/water_impact/videos/eval_water_impact_seen_unseen_01.mp4
eval_water_impact_seen_unseen_01,water_impact,seen_unseen,t2vunlearning_adapted,121.6369,87.6978,0.210655,0.138422,32.0617,38.2585,28.2692,false,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/water_impact/videos/eval_water_impact_seen_unseen_01.mp4
eval_water_impact_seen_unseen_01,water_impact,seen_unseen,videoeraser_official,122.2880,68.1438,0.151447,0.006486,8.8868,49.3707,47.9430,false,outputs/protocol_v1/videoeraser_official/water_impact/videos/eval_water_impact_seen_unseen_01.mp4
eval_water_impact_seen_unseen_02,water_impact,seen_unseen,original,164.4718,67.9938,0.005491,0.121888,14.4282,0.0000,0.0000,false,outputs/protocol_v1/eval_cogvideox_original/water_impact/videos/eval_water_impact_seen_unseen_02.mp4
eval_water_impact_seen_unseen_02,water_impact,seen_unseen,negative_prompt,151.1954,64.8777,0.000000,0.160607,15.0537,39.0319,33.9010,false,outputs/protocol_v1/eval_cogvideox_negative_prompt/water_impact/videos/eval_water_impact_seen_unseen_02.mp4
eval_water_impact_seen_unseen_02,water_impact,seen_unseen,t2vunlearning_adapted,129.4405,73.8132,0.001292,0.080265,26.5387,51.3098,41.7654,false,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/water_impact/videos/eval_water_impact_seen_unseen_02.mp4
eval_water_impact_seen_unseen_02,water_impact,seen_unseen,videoeraser_official,124.6575,84.8997,0.129852,0.074085,0.8620,51.9770,49.8346,false,outputs/protocol_v1/videoeraser_official/water_impact/videos/eval_water_impact_seen_unseen_02.mp4
eval_water_impact_seen_unseen_03,water_impact,seen_unseen,original,148.1955,86.4236,0.157892,0.151552,18.3646,0.0000,0.0000,false,outputs/protocol_v1/eval_cogvideox_original/water_impact/videos/eval_water_impact_seen_unseen_03.mp4
eval_water_impact_seen_unseen_03,water_impact,seen_unseen,negative_prompt,134.7738,81.8399,0.154175,0.040818,15.4022,33.2475,30.7994,false,outputs/protocol_v1/eval_cogvideox_negative_prompt/water_impact/videos/eval_water_impact_seen_unseen_03.mp4
eval_water_impact_seen_unseen_03,water_impact,seen_unseen,t2vunlearning_adapted,116.2602,90.2045,0.232139,0.131786,24.8919,54.4516,45.3842,false,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/water_impact/videos/eval_water_impact_seen_unseen_03.mp4
eval_water_impact_seen_unseen_03,water_impact,seen_unseen,videoeraser_official,136.5063,74.9760,0.137702,0.036646,6.5998,45.7473,43.3185,false,outputs/protocol_v1/videoeraser_official/water_impact/videos/eval_water_impact_seen_unseen_03.mp4
eval_water_impact_seen_unseen_04,water_impact,seen_unseen,original,143.0468,97.2100,0.084814,0.343976,21.4559,0.0000,0.0000,false,outputs/protocol_v1/eval_cogvideox_original/water_impact/videos/eval_water_impact_seen_unseen_04.mp4
eval_water_impact_seen_unseen_04,water_impact,seen_unseen,negative_prompt,138.2331,90.1248,0.061150,0.273924,14.2771,27.4715,30.0699,false,outputs/protocol_v1/eval_cogvideox_negative_prompt/water_impact/videos/eval_water_impact_seen_unseen_04.mp4
eval_water_impact_seen_unseen_04,water_impact,seen_unseen,t2vunlearning_adapted,116.8881,105.7061,0.351764,0.226927,27.5086,39.4325,36.1952,false,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/water_impact/videos/eval_water_impact_seen_unseen_04.mp4
eval_water_impact_seen_unseen_04,water_impact,seen_unseen,videoeraser_official,148.8941,85.0649,0.038468,0.245241,1.6120,36.0516,48.7913,false,outputs/protocol_v1/videoeraser_official/water_impact/videos/eval_water_impact_seen_unseen_04.mp4
eval_water_impact_unseen_unseen_00,water_impact,unseen_unseen,original,138.1023,81.6590,0.025778,0.186689,25.0015,0.0000,0.0000,false,outputs/protocol_v1/eval_cogvideox_original/water_impact/videos/eval_water_impact_unseen_unseen_00.mp4
eval_water_impact_unseen_unseen_00,water_impact,unseen_unseen,negative_prompt,136.1576,76.9115,0.018874,0.149305,17.8330,24.4095,24.3703,false,outputs/protocol_v1/eval_cogvideox_negative_prompt/water_impact/videos/eval_water_impact_unseen_unseen_00.mp4
eval_water_impact_unseen_unseen_00,water_impact,unseen_unseen,t2vunlearning_adapted,119.5017,94.3157,0.209207,0.128839,33.6648,42.2681,42.2460,false,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/water_impact/videos/eval_water_impact_unseen_unseen_00.mp4
eval_water_impact_unseen_unseen_00,water_impact,unseen_unseen,videoeraser_official,134.4665,94.2846,0.208262,0.245076,1.3291,61.6404,55.9339,false,outputs/protocol_v1/videoeraser_official/water_impact/videos/eval_water_impact_unseen_unseen_00.mp4
eval_water_impact_unseen_unseen_01,water_impact,unseen_unseen,original,126.1812,87.6039,0.220711,0.086086,18.0032,0.0000,0.0000,false,outputs/protocol_v1/eval_cogvideox_original/water_impact/videos/eval_water_impact_unseen_unseen_01.mp4
eval_water_impact_unseen_unseen_01,water_impact,unseen_unseen,negative_prompt,111.0138,81.8690,0.241101,0.079885,13.3653,20.3460,31.6452,false,outputs/protocol_v1/eval_cogvideox_negative_prompt/water_impact/videos/eval_water_impact_unseen_unseen_01.mp4
eval_water_impact_unseen_unseen_01,water_impact,unseen_unseen,t2vunlearning_adapted,113.7216,85.0354,0.222719,0.081720,24.8086,27.8149,23.7920,false,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/water_impact/videos/eval_water_impact_unseen_unseen_01.mp4
eval_water_impact_unseen_unseen_01,water_impact,unseen_unseen,videoeraser_official,109.2830,71.1594,0.174180,0.058728,8.0553,38.6546,43.6090,false,outputs/protocol_v1/videoeraser_official/water_impact/videos/eval_water_impact_unseen_unseen_01.mp4
eval_water_impact_unseen_unseen_02,water_impact,unseen_unseen,original,156.4350,64.3614,0.024445,0.038962,11.3656,0.0000,0.0000,false,outputs/protocol_v1/eval_cogvideox_original/water_impact/videos/eval_water_impact_unseen_unseen_02.mp4
eval_water_impact_unseen_unseen_02,water_impact,unseen_unseen,negative_prompt,145.4513,67.1197,0.014058,0.111878,9.9093,35.3554,35.7277,false,outputs/protocol_v1/eval_cogvideox_negative_prompt/water_impact/videos/eval_water_impact_unseen_unseen_02.mp4
eval_water_impact_unseen_unseen_02,water_impact,unseen_unseen,t2vunlearning_adapted,126.4324,80.8867,0.073507,0.134628,27.8429,55.9099,47.1807,false,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/water_impact/videos/eval_water_impact_unseen_unseen_02.mp4
eval_water_impact_unseen_unseen_02,water_impact,unseen_unseen,videoeraser_official,162.4700,60.7079,0.030991,0.076383,1.3135,31.0933,37.9413,false,outputs/protocol_v1/videoeraser_official/water_impact/videos/eval_water_impact_unseen_unseen_02.mp4
eval_water_impact_unseen_unseen_03,water_impact,unseen_unseen,original,146.1236,91.2351,0.185562,0.176608,16.0950,0.0000,0.0000,false,outputs/protocol_v1/eval_cogvideox_original/water_impact/videos/eval_water_impact_unseen_unseen_03.mp4
eval_water_impact_unseen_unseen_03,water_impact,unseen_unseen,negative_prompt,142.2131,81.2136,0.152488,0.078476,13.0940,26.6002,28.3676,false,outputs/protocol_v1/eval_cogvideox_negative_prompt/water_impact/videos/eval_water_impact_unseen_unseen_03.mp4
eval_water_impact_unseen_unseen_03,water_impact,unseen_unseen,t2vunlearning_adapted,116.2184,93.0207,0.264937,0.139605,28.1019,45.8515,39.3622,false,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/water_impact/videos/eval_water_impact_unseen_unseen_03.mp4
eval_water_impact_unseen_unseen_03,water_impact,unseen_unseen,videoeraser_official,137.8359,74.4153,0.153373,0.052555,7.9822,43.0059,46.5257,false,outputs/protocol_v1/videoeraser_official/water_impact/videos/eval_water_impact_unseen_unseen_03.mp4
eval_water_impact_unseen_unseen_04,water_impact,unseen_unseen,original,140.1303,83.6162,0.020590,0.158631,20.4199,0.0000,0.0000,false,outputs/protocol_v1/eval_cogvideox_original/water_impact/videos/eval_water_impact_unseen_unseen_04.mp4
eval_water_impact_unseen_unseen_04,water_impact,unseen_unseen,negative_prompt,135.0503,77.4455,0.019357,0.123644,15.5610,27.2288,28.1353,false,outputs/protocol_v1/eval_cogvideox_negative_prompt/water_impact/videos/eval_water_impact_unseen_unseen_04.mp4
eval_water_impact_unseen_unseen_04,water_impact,unseen_unseen,t2vunlearning_adapted,116.1029,101.5195,0.297601,0.167265,30.3402,36.5174,45.3607,false,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/water_impact/videos/eval_water_impact_unseen_unseen_04.mp4
eval_water_impact_unseen_unseen_04,water_impact,unseen_unseen,videoeraser_official,127.6717,90.3984,0.061603,0.223943,2.1488,47.8349,46.5640,false,outputs/protocol_v1/videoeraser_official/water_impact/videos/eval_water_impact_unseen_unseen_04.mp4
eval_rigid_collision_seen_seen_00,rigid_collision,seen_seen,original,204.5460,39.9893,0.008643,0.000890,1.9101,0.0000,0.0000,false,outputs/protocol_v1/eval_cogvideox_original/rigid_collision/videos/eval_rigid_collision_seen_seen_00.mp4
eval_rigid_collision_seen_seen_00,rigid_collision,seen_seen,negative_prompt,192.5775,44.3909,0.009389,0.000763,1.9964,13.1037,13.4823,false,outputs/protocol_v1/eval_cogvideox_negative_prompt/rigid_collision/videos/eval_rigid_collision_seen_seen_00.mp4
eval_rigid_collision_seen_seen_00,rigid_collision,seen_seen,t2vunlearning_adapted,189.0569,38.6949,0.010463,0.000767,1.9413,15.7524,15.3934,false,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/rigid_collision/videos/eval_rigid_collision_seen_seen_00.mp4
eval_rigid_collision_seen_seen_00,rigid_collision,seen_seen,videoeraser_official,202.3090,47.2415,0.001406,0.096263,0.9301,20.0164,20.3530,false,outputs/protocol_v1/videoeraser_official/rigid_collision/videos/eval_rigid_collision_seen_seen_00.mp4
eval_rigid_collision_seen_seen_01,rigid_collision,seen_seen,original,206.3565,16.2839,0.000000,0.002541,0.2683,0.0000,0.0000,false,outputs/protocol_v1/eval_cogvideox_original/rigid_collision/videos/eval_rigid_collision_seen_seen_01.mp4
eval_rigid_collision_seen_seen_01,rigid_collision,seen_seen,negative_prompt,182.3513,39.4907,0.006839,0.055770,2.5464,34.8483,30.7766,false,outputs/protocol_v1/eval_cogvideox_negative_prompt/rigid_collision/videos/eval_rigid_collision_seen_seen_01.mp4
eval_rigid_collision_seen_seen_01,rigid_collision,seen_seen,t2vunlearning_adapted,192.9271,27.9372,0.006549,0.000042,2.4644,19.1543,14.4829,false,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/rigid_collision/videos/eval_rigid_collision_seen_seen_01.mp4
eval_rigid_collision_seen_seen_01,rigid_collision,seen_seen,videoeraser_official,193.5652,21.2831,0.000316,0.012881,0.6398,22.1056,24.0686,false,outputs/protocol_v1/videoeraser_official/rigid_collision/videos/eval_rigid_collision_seen_seen_01.mp4
eval_rigid_collision_seen_seen_02,rigid_collision,seen_seen,original,202.9924,49.4740,0.006752,0.022685,1.9464,0.0000,0.0000,false,outputs/protocol_v1/eval_cogvideox_original/rigid_collision/videos/eval_rigid_collision_seen_seen_02.mp4
eval_rigid_collision_seen_seen_02,rigid_collision,seen_seen,negative_prompt,190.9313,45.1982,0.007769,0.000069,1.7673,13.7435,13.0257,false,outputs/protocol_v1/eval_cogvideox_negative_prompt/rigid_collision/videos/eval_rigid_collision_seen_seen_02.mp4
eval_rigid_collision_seen_seen_02,rigid_collision,seen_seen,t2vunlearning_adapted,190.3450,50.6960,0.005895,0.001650,1.8393,19.5473,19.0490,false,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/rigid_collision/videos/eval_rigid_collision_seen_seen_02.mp4
eval_rigid_collision_seen_seen_02,rigid_collision,seen_seen,videoeraser_official,206.1472,42.0567,0.002214,0.103466,0.5297,18.6313,17.1129,false,outputs/protocol_v1/videoeraser_official/rigid_collision/videos/eval_rigid_collision_seen_seen_02.mp4
eval_rigid_collision_seen_seen_03,rigid_collision,seen_seen,original,200.2475,33.0091,0.000285,0.000150,2.0568,0.0000,0.0000,false,outputs/protocol_v1/eval_cogvideox_original/rigid_collision/videos/eval_rigid_collision_seen_seen_03.mp4
eval_rigid_collision_seen_seen_03,rigid_collision,seen_seen,negative_prompt,189.6451,41.9595,0.000850,0.001618,2.4841,16.1084,16.8862,false,outputs/protocol_v1/eval_cogvideox_negative_prompt/rigid_collision/videos/eval_rigid_collision_seen_seen_03.mp4
eval_rigid_collision_seen_seen_03,rigid_collision,seen_seen,t2vunlearning_adapted,186.1366,34.0104,0.000531,0.000765,1.7737,18.9547,19.2931,false,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/rigid_collision/videos/eval_rigid_collision_seen_seen_03.mp4
eval_rigid_collision_seen_seen_03,rigid_collision,seen_seen,videoeraser_official,210.5537,45.1119,0.004985,0.181359,2.3005,26.3022,24.9441,false,outputs/protocol_v1/videoeraser_official/rigid_collision/videos/eval_rigid_collision_seen_seen_03.mp4
eval_rigid_collision_seen_seen_04,rigid_collision,seen_seen,original,198.3462,27.3011,0.000904,0.022346,2.5702,0.0000,0.0000,false,outputs/protocol_v1/eval_cogvideox_original/rigid_collision/videos/eval_rigid_collision_seen_seen_04.mp4
eval_rigid_collision_seen_seen_04,rigid_collision,seen_seen,negative_prompt,164.8084,51.8769,0.000324,0.004696,5.6908,41.8512,41.8728,false,outputs/protocol_v1/eval_cogvideox_negative_prompt/rigid_collision/videos/eval_rigid_collision_seen_seen_04.mp4
eval_rigid_collision_seen_seen_04,rigid_collision,seen_seen,t2vunlearning_adapted,177.9330,26.3300,0.001303,0.000108,2.4640,24.5064,24.6695,false,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/rigid_collision/videos/eval_rigid_collision_seen_seen_04.mp4
eval_rigid_collision_seen_seen_04,rigid_collision,seen_seen,videoeraser_official,187.6077,40.9676,0.007975,0.067938,1.7445,23.3247,31.3815,false,outputs/protocol_v1/videoeraser_official/rigid_collision/videos/eval_rigid_collision_seen_seen_04.mp4
eval_rigid_collision_unseen_seen_00,rigid_collision,unseen_seen,original,197.5979,45.2782,0.012929,0.022066,0.7020,0.0000,0.0000,false,outputs/protocol_v1/eval_cogvideox_original/rigid_collision/videos/eval_rigid_collision_unseen_seen_00.mp4
eval_rigid_collision_unseen_seen_00,rigid_collision,unseen_seen,negative_prompt,188.6102,44.9537,0.012842,0.000617,0.7456,11.3980,11.9367,false,outputs/protocol_v1/eval_cogvideox_negative_prompt/rigid_collision/videos/eval_rigid_collision_unseen_seen_00.mp4
eval_rigid_collision_unseen_seen_00,rigid_collision,unseen_seen,t2vunlearning_adapted,189.7990,51.2603,0.026131,0.016961,1.8829,7.8357,19.9648,false,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/rigid_collision/videos/eval_rigid_collision_unseen_seen_00.mp4
eval_rigid_collision_unseen_seen_00,rigid_collision,unseen_seen,videoeraser_official,203.3780,48.3580,0.016125,0.106187,3.2876,22.6798,29.9737,false,outputs/protocol_v1/videoeraser_official/rigid_collision/videos/eval_rigid_collision_unseen_seen_00.mp4
eval_rigid_collision_unseen_seen_01,rigid_collision,unseen_seen,original,203.3280,42.9644,0.023113,0.009777,1.8200,0.0000,0.0000,false,outputs/protocol_v1/eval_cogvideox_original/rigid_collision/videos/eval_rigid_collision_unseen_seen_01.mp4
eval_rigid_collision_unseen_seen_01,rigid_collision,unseen_seen,negative_prompt,194.3831,39.7254,0.023631,0.002640,1.4377,17.2478,17.7107,false,outputs/protocol_v1/eval_cogvideox_negative_prompt/rigid_collision/videos/eval_rigid_collision_unseen_seen_01.mp4
eval_rigid_collision_unseen_seen_01,rigid_collision,unseen_seen,t2vunlearning_adapted,196.7081,42.6103,0.023066,0.000843,2.2206,12.9939,14.9548,false,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/rigid_collision/videos/eval_rigid_collision_unseen_seen_01.mp4
